ArNr,Artikelbezeichnung,PreisD,Rabattpreis,PreisCH,VE,Lagerbestand_generell,Bestelldatum1,Bestellmenge1,Bestelldatum2,Bestellmenge2,Bestelldatum3,Bestellmenge3,Kategorie,Subkategorie,Lagerbestand_sofort,Exportkennzeichen,Farbe,Groesse,Kennzeichen,Lagerbestand_physisch,
319736,                Kübel Palm kastanie 15cm,    0.39,       0,    0.99,     6,       228,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            228,1,       kastanie,undefiniert,              319732,228,
319737,                Kübel Palm kastanie 17cm,    0.79,       0,    1.39,     6,       199,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            199,1,       kastanie,undefiniert,              319732,199,
319738,              Kübel Palm kastanie 19.5cm,    1.29,       0,    2.19,     6,       146,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            146,1,       kastanie,undefiniert,              319732,146,
319739,                Kübel Palm kastanie 22cm,    1.59,       0,    2.79,     4,       123,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            123,1,       kastanie,undefiniert,              319732,123,
319740,                   Kübel Palm camel 15cm,    0.39,       0,    0.99,     6,       377,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            377,1,          camel,undefiniert,              319732,377,
319741,                   Kübel Palm camel 17cm,    0.79,       0,    1.39,     6,       240,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            240,1,          camel,undefiniert,              319732,240,
319742,                 Kübel Palm camel 19.5cm,    1.29,       0,    2.19,     6,       214,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            214,1,          camel,undefiniert,              319732,214,
319743,                   Kübel Palm camel 22cm,    1.59,       0,    2.79,     4,       137,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            137,1,          camel,undefiniert,              319732,137,
319745,                    Kübel Palm sand 17cm,    0.79,       0,    1.39,     6,        59,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             59,1,          sand ,undefiniert,              319732,59,
319746,                  Kübel Palm sand 19.5cm,    1.29,       0,    2.19,     6,        37,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             37,1,           sand,undefiniert,              319732,37,
319747,                    Kübel Palm sand 22cm,    1.59,       0,    2.79,     4,        63,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             63,1,           sand,undefiniert,              319732,63,
319765, Kübel Larino Pop 5 Farben sortiert 16cm,    2.29,    1.99,    3.19,     6,        88,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             88,1,5 Farb.sortiert,undefiniert,              319763,88,
319766,                 Kübel Ricardo weiß 14cm,    1.59,       0,    2.19,     6,       552,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            552,1,          weiss,undefiniert,              319766,654,
319767,                 Kübel Ricardo weiß 16cm,    2.59,       0,    3.59,     6,       167,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            167,1,          weiss,undefiniert,              319766,245,
319768,               Kübel Ricardo weiß 18.5cm,    2.99,       0,    4.19,     6,       270,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            270,1,          weiss,undefiniert,              319766,336,
319769,                 Kübel Ricardo weiß 21cm,    3.59,       0,    5.09,     4,       211,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            211,1,          weiss,undefiniert,              319766,243,
319771,                 Kübel Ricardo grau 14cm,    1.59,       0,    2.19,     6,       468,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            468,1,           grau,undefiniert,              319766,510,
319772,                 Kübel Ricardo grau 16cm,    2.59,       0,    3.59,     6,       552,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            552,1,           grau,undefiniert,              319766,588,
319773,               Kübel Ricardo grau 18.5cm,    2.99,       0,    4.19,     6,       342,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            342,1,           grau,undefiniert,              319766,372,
319774,                 Kübel Ricardo grau 21cm,    3.59,       0,    5.09,     4,       316,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            316,1,           grau,undefiniert,              319766,336,
319776,                 Kübel Ricardo rosa 14cm,    1.59,       0,    2.19,     6,       864,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            864,1,           rosa,undefiniert,              319766,936,
319777,                 Kübel Ricardo rosa 16cm,    2.59,       0,    3.59,     6,       786,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            786,1,           rosa,undefiniert,              319766,834,
319778,               Kübel Ricardo rosa 18.5cm,    2.99,       0,    4.19,     6,       316,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            316,1,           rosa,undefiniert,              319766,352,
319779,                 Kübel Ricardo rosa 21cm,    3.59,       0,    5.09,     4,       124,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            124,1,           rosa,undefiniert,              319766,128,
319780,                 Kübel Ricardo rosa 24cm,    5.59,       0,    7.89,     2,        83,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             83,1,           rosa,undefiniert,              319766,85,
